siren,denominationUniteLegale,activitePrincipaleUniteLegale,codePostalEtablissement,libelleCommuneEtablissement,site_web_v1,http_status,antibot,down_erreur,secteur_ok,snippet
520652553,REMI HENRIOT,3012Z,17230,MARANS,https://www.henriot.fr,200,False,False,True,"Accueil - Henriot, transitaire en transport et dédouanement | Transitaire en Douane
Transport
Commission en Transport"
503983637,PREPA NAUTIC,3012Z,17000,LA ROCHELLE,https://www.prepa-nautic.com,200,False,False,True,"Préparation de bateaux à la Rochelle, entretien et réparation -Prépa Nautic | ACTIVITÉS PRINCIPALES | 05 46 28 70 06 &#8211; contact@prepa-nautic.com"
792007387,LOUIS BOYER (BOYER LOUIS),3012Z,17000,LA ROCHELLE,https://louisboyer.com,200,False,False,False,
813808565,URSAE MINORIS,3012Z,17940,RIVEDOUX-PLAGE,https://www.ursaeminoris.fr,200,False,False,False,"Bravo ! Votre domaine ursaeminoris.fr a bien Ã©tÃ© crÃ©Ã© avec LWS ! | Il est enregistrÃ© par LWS, votre registrar et hÃ©bergeur web de confiance."
418425047,ATELIER DU TECK,3012Z,17700,SURGERES,https://www.atelier-du-teck.fr,200,False,False,True,"Atelier du Teck, fabrication et habillage de ponts de bateaux et autres aménagements en teck à Surgères en Charente Mari | Issue d’une passion d’entre terre et mer, le bois et les bateaux, l’Atelier du Teck vous dévoile son savoir-faire
       | Notre cœur de métier est la réalisation d’habillages de pont de bateaux composés de panneaux lattés en teck ou synthétiques, réalisées en totalité en atel"
487820730,BABEL,3012Z,17690,ANGOULINS,https://www.babel.com,200,False,False,False,"Babel, le spécialiste des rencontres gratuites | Les rencontres 
                            sans frontières | Toute l'actualité de Babel, ses infos exclusives à
                            retrouver sur les réseaux sociaux"
448454694,MARINE SELLERIE (MS),3012Z,17440,AYTRE,https://www.marinesellerie.com,200,False,False,True,"Sellerie Marine - Marine Sellerie | Nos produits sont confectionnés dans notre atelier à Aytré (17440) près de La Rochelle | Recherche de produits			

			
			

			

											
					
				
				
			
			
			

			
					
	


						
				
				
				
							
							
					
						
									
					
									
															
						
					"
830434809,RM YACHTS,3012Z,17180,PERIGNY,https://www.rm-yachts.com,200,False,False,True,RM Yachts | Constructeur de voiliers de croisière en bois | RM Yachts : constructeur français de voiliers de croisière monocoques en bois | Bienvenue chez RM Yachts&nbsp;!
899979793,ATLANTIC BOAT YARD,3012Z,17000,LA ROCHELLE,https://www.atlantic-boat-yard.com,200,False,False,True,"Welcome to atlantic-boatyard.com | Welcome to atlantic-boatyard.com | This site is currently under construction.Don't hesitate, visit it very soon!"
499632941,NOUVELLE VAGUE,3012Z,13001,MARSEILLE,https://www.nouvellevague.fr,200,False,False,False,Nouvelle Vague - Agence de communication globale - Paris / Nantes
534122742,MATTHIEU ROY,3012Z,17690,ANGOULINS,https://www.matthieu-roy.com,200,False,False,True,Matthieu Roy compositeur | MATTHIEU ROY
539990820,VA A MAX,3012Z,17640,VAUX-SUR-MER,https://www.va-max.com,403_ANTIBOT,True,False,False,(anti-bot)
794989368,AFEP MARINE EVOLUTION,3012Z,17000,LA ROCHELLE,https://www.afep-marine.com,200,False,False,True,Accueil - Afep Marine | AFEP MARINE Evolution | avant la mise Ã  lâeau du RÃªvolution 29 !
327308771,MAINS DE MARINS,3012Z,17480,LE CHATEAU-D'OLERON,https://www.terredemarins.fr/,403_ANTIBOT,True,False,False,(anti-bot)
404350969,ROCHELAISE DE MATS (RDM),3012Z,50550,SAINT-VAAST-LA-HOUGUE,https://www.mats.com,403_ANTIBOT,True,False,False,(anti-bot)
482653359,CONSTRUCT NAVALES PHILIPPE TOURNIER,3012Z,33620,CEZAC,https://www.construct.net/,200,False,False,False,"Game Making Software - Construct 3 | Make Games with
                    Construct 3 | Over 250,000 users monthly create games in Construct 3.  Cutting-edge technology that runs right inside your browser like magic."
498325240,FUSION FRANCE,3012Z,17220,SAINT-MEDARD-D'AUNIS,https://www.fusion-france.com,200,False,False,False,Fusion Markets | Courtier Forex Ã  Faibles CoÃ»ts â Spreads Ultra SerrÃ©s & FiabilitÃ© | Fusion Markets offre des spreads ultra serrÃ©s et une plateforme ECN rapide pour trader le forex et les CFD.
522679091,ROVER YACHTS (R-Y),3012Z,17220,CROIX-CHAPEAU,https://www.roveryachts.com,200,False,False,True,"Rover Yachts - Stoer, no-nonsense, slim &amp; vrij dat is een Rover Yacht | &#8211; Rover Yachts
Stoer, no-nonsense, slim &amp; vrij | Please accept cookies to access this content"",""tag"":"""",""status"":true,""attributes"":[]},{""key"":""cky_enable_optout_label"",""content"":""Enable"",""tag"":"""",""status"":true,""attributes"":[]},{""key"":""cky_disable_op"
493192470,ALP MARINE,3012Z,17230,MARANS,https://www.marine.fr,200,False,False,True,Guide d'information sur le pr&eacute;nom Marine | Marine.fr | Annuaire des c&eacute;l&eacute;brit&eacute;s Marine
489590851,TAG YACHTING,3012Z,17590,ARS-EN-RE,https://www.tagyachting.com,200,False,False,True,"TAG Yachting - Experienced. Professional. Personal. | Experienced.
Professional. Personal. | TAG Yachting is a modern Yacht Brokerage firm with traditional values representing the interests of both Buyers and Sellers across the globe."
502830243,BLUE CRABBER SARL,3012Z,24100,BERGERAC,https://www.crabber.com,TIMEOUT,False,True,False,
432678894,DUBOURDIEU 1800,3012Z,33470,GUJAN-MESTRAS,https://www.dubourdieu1800.com,200,False,False,True,"Chantier Naval - Dubourdieu - Gujan Mestras | Home | Le bateau, c’est la liberté. La mer, c’est la contemplation."
518336623,SEALVER,3012Z,40460,SANGUINET,https://www.sealver.com,200,False,False,True,"SEALVER Waveboat jet ski boat propelled | Le WaveBoat SEALVER | +33558784500
									
								
											

												
													
										contact@sealver.com
											
									
								
											
													
										Lun - Ven: 9:00 - 17:00
							"
340330265,NAUTI BOY,3012Z,33950,LEGE-CAP-FERRET,https://www.nautiboy.com,403_ANTIBOT,True,False,False,(anti-bot)
529926461,BO YACHTING,3012Z,33120,ARCACHON,https://www.boyachting.fr,200,False,False,True,"Bô yachting | voilier chantier naval arcachon | AccueilNotre entrepriseLa GammeTi&#x27;BacBÔ 28+BothamContactB&ocirc; Yachting traduit toute l&rsquo;exp&eacute;rience des ma&icirc;tres d&rsquo;&oelig;uvre Bonnin et Bossuet, deux chantiers arcachonn"
812206340,Z NAUTIC,3012Z,33470,GUJAN-MESTRAS,https://www.nautic.com,200,False,False,True,"Home - Nautic | As a middle market private equity firm, we focus on three specialties while supporting the long-term value creation of our portfolio companies."
943006130,PIKE BOARD (PIKE BOARD),3012Z,33270,BOULIAC,https://www.pikeboard.fr,200,False,False,True,"PIKE BOARD | Kayaks gonflables à pédales pour la pêche en mer, lacs et rivière"
892273319,BY PAINT SERVICE,3012Z,33440,SAINT VINCENT DE PAUL,https://www.getpaint.net/,200,False,False,False,"Paint.NET - Free Software for Digital Photo Editing | &nbsp;
				
					Windows is a registered trademark of Microsoft Corporation 
				in the United States and other countries.
				Adobe and
					Photoshop are either registered trademarks or tradema"
939823159,OUTDOOR SPORTS DIGITAL,3012Z,33127,MARTIGNAS-SUR-JALLE,https://www.outdoorsports.com,200,False,False,True,"Outdoor Sports Center | OutdoorSports.com | OutdoorSports.com 
                  OutdoorSports.com | :root {
      --color-body-text: #4b392e;
      --color-body: #ffffff;
      --color-bg: #ffffff;
    }
  

  

 
  
 
 - 
 
 | 
 / 
 Save up to 
% Save 
% Save up to 
 Save 
 Sale Sold out In stock 
"
521532382,ECLA,3012Z,33120,ARCACHON,https://www.ecla.com,200,False,False,False,"Ecla | Les plus grandes résidences dédiées au coliving | House of                    

                                            
                                              | Nos Maisons 


                    
                    
                        
                            
                                                                                         "
335184461,B2 MARINE,3012Z,33360,LATRESNE,https://www.b2marine.fr,200,False,False,True,"B2 Marine LATRESNE Gironde, constructeur de bateaux français | Accueil
									
	
																																																			
																														Bateaux à moteur
					
																																								
								Open
							
													"
422886465,ATLANTIC CONCEPT,3012Z,33950,LEGE-CAP-FERRET,https://www.atlantic-concept.fr,200,False,False,True,"ATLANTIC CONCEPT | NOUS VOUS EMM&Egrave;NERONS L&Agrave; O&Ugrave; VOUS R&Ecirc;VEZ D'ALLER 
 
 
 
 
     BATEAUX NEUFS 
 
   BATEAUX D'OCCASION 
 
 
 
     LOCATION DE BATEAUX 
 
 
 
      
  Bienvenue sur le site d'At"
389827775,LACAZE,3012Z,33510,ANDERNOS-LES-BAINS,https://www.lacaze.fr,200,False,False,True,"lacaze.fr - La Messagerie lacaze | Ce site Internet utilise des cookies pour notamment am&eacute;liorer l'exp&eacute;rience de navigation.
En acceptant, vous nous autorisez conform&eacute;ment &agrave; notre politique de confidentiali"
879403780,HOUSE BOAT . 0,3012Z,73290,LA MOTTE-SERVOLEX,https://www.houseboat.fr,200,False,False,True,Houseboat.fr
493333264,JEAN BAPTISTE BOSSUET,3012Z,33260,LA TESTE-DE-BUCH,https://www.jeanbaptiste.com,403_ANTIBOT,True,False,False,(anti-bot)
534380092,STEPHANE AUBERT,3012Z,33470,LE TEICH,https://www.stephaneaubert.com,200,False,False,False,"ACCUEIL | stephaneaubert | Stéphane Aubert | Situés au 22 rue de la poterie à Bayeux dans le centre historique, le showroom et l'atelier sont un lieu unique et sans barrière. Ils ont été conçus comme un espace d’échange autour de vos projets pou"
421800897,STRATO COMPO,3012Z,33590,GRAYAN-ET-L'HOPITAL,https://www.stratocompo.com,200,False,False,True,"Chantier naval &amp; sp&eacute;cialiste mat&eacute;riaux composites - Gironde (33) | Strato Compo :  chantier naval, nautisme, spécialiste en matériaux composite en Gironde (33). | Un monde de passionn&eacute;s, un autre regard sur les mat&eacute;riaux composites."
799697396,COUACH SERVICES,3012Z,33470,GUJAN-MESTRAS,https://couach.com/,TIMEOUT,False,True,False,
811721174,AVE,3012Z,33330,SAINT-EMILION,https://www.ave.fr,200,False,False,True,"ave, ventes aux ench&#232;res publiques, expertises et inventaires de mat&#233;riel d&#39;occasion. | Veuillez trouver le calendrier de nos prochaines ventes aux ench&#232;res publiques..."
453173569,OSTREA MARINE,3012Z,75016,PARIS,https://www.ostreamarine.com,200,False,False,False,"Home | TINY OCEAN | Products | ');align-items:center;background-color:rgba(var(--bg,var(--color_11,color_11)),var(--alpha-bg,1));border:var(--brw,0) solid var(--wst-base-2-color,rgba(var(--brd,var(--color_15,color_15)),var(--alpha-"
469202485,COUACH,3012Z,33470,GUJAN-MESTRAS,https://www.couach.com,TIMEOUT,False,True,False,
489013797,CNG,3012Z,33470,GUJAN-MESTRAS,https://www.cng.fr,200,False,False,False,"Institut de biologie François Jacob - Centre National de Recherche en Génomique Humaine | Institut de biologie François Jacob | Pour accéder à toutes les fonctionnalités de ce site, vous devez activer JavaScript. Voici les instructions pour activer JavaScript dans votre navigateur Web."
820977817,VINCENT BANON,3012Z,40320,SAMADET,https://banon.com,TIMEOUT,False,True,False,
300685609,ROTOMOD (RTM),3012Z,47240,BON-ENCONTRE,https://www.rotomod.com,200,False,False,True,"ROTOMOD - rotomouleur français watersport kayak, luminaire et industriel | ROTOMOD, plus de 50 ans d’expertise 100% made in France !"
504276528,CNM,3012Z,,,https://www.cnm.fr,200,False,False,False,Le CNM : Centre national de la musique | Centre national de la musique | Types d&rsquo;&eacute;v&eacute;nements
394659718,GAEL MAURIN,3012Z,56350,BEGANNE,https://www.maurin.com,200,False,False,False,Encore un peu de patience...
538982372,UHAINAPO (UHAINAPO),3012Z,64210,BIDART,https://www.uhainapo.com,200,False,False,True,"UhainaPo Surfing Art- Wood Art- Hollow Culture- Rétro Surfing &#8211; Amoureux de grands espaces, de glisse et de beaux  | Bienvenue chez Uhainapo | Amoureux de grands espaces, de glisse et de beaux objets, bienvenue chez nous.
UhainaPo vous propose un retour aux sources de la glisse pour des sensations vraies.
L’innovation et le savoir-faire au s"
441133808,NAVAL GROUP,3011Z,75015,PARIS,https://www.naval-group.com,200,False,False,True,"Naval Group ⎮ Un groupe international | Naval Group conçoit, réalise, intègre, maintient en service, démantèle et déconstruit des sous-marins et des navires de surface."
340889476,OCEA,3011Z,85100,LES SABLES D'OLONNE,https://www.ocea.fr,200,False,False,True,"OCEA SHIPBUILDING AND INDUSTRIES | In the heart of the French Atlantic coast, OCEA has been innovating for 30 years, putting Man at the core of the design, developing comprehensive, competitive and sustainable solutions to meet each cu"
315279422,HDL,3011Z,44100,NANTES,https://www.hdl.fr,200,False,False,False,Nameshift.com  Open language menu  en   België  Nederlands (nld)
444865885,TANGO (TANGO),3011Z,64122,URRUGNE,https://www.tango.fr,200,False,False,False,Tango : aide Ã  domicile pour seniors | Nous crÃ©ons des momentsde partage entre gÃ©nÃ©rations
818372989,IMOS,3011Z,17000,LA ROCHELLE,https://www.imos.com,200,False,False,True,IMOS | Healthcare Costs | Detailed cost and productivity data is essential to managing and growing a successful healthcare organization. Then why do many organizations have no Decision Support and Cost Accounting systems to pr
410433304,ALTERNATIVES ENERGIES,3011Z,17000,LA ROCHELLE,https://www.alternativesenergies.fr,200,False,False,True,"Accueil | Alternatives Energies Bateaux électrique et hybride professionnels | Intégrateur de Systèmes
Energie Propulsion
Electrique
et Hybride | Alternatives Energies			Intégrateur Expert en Systèmes Propulsion-Énergie"
440674117,LES CHANTIERS DE LA CALE,3011Z,17410,SAINT-MARTIN-DE-RE,https://www.les-chantiers.com,200,False,False,True,"Les Chantiers | Your partner for excellence | The Future Of ShipyardConnecting maritime power, propelling the future of the oceans."
800994071,ALU NAUTIQUE CONCEPT (ALU NAUTIQUE CONCEPT),3011Z,85770,VIX,https://www.alu-nautique-concept.fr,200,False,False,True,"Alu Nautique Concept &#8211; Concepteur de barque en aluminium | ALU NAUTIQUE RIVER 4.20, est une barque solide et légère à fond plat idéale pour la navigation en rivière et plan d&#8217;eau.
Sa largeur et son faible tirant d&#8217;eau en font une barque stable aux"
400127411,IRIS,3011Z,17000,LA ROCHELLE,https://www.iris-france.org/,200,False,False,False,"IRIS - Institut de relations internationales et stratégiques | IRIS – Institut de Relations Internationales et Stratégiques | -->
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	 -->
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	 -->
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	
	
		
	"
993662279,CHANTIER MARC MAIRE,3011Z,33950,LEGE-CAP-FERRET,https://chantiermarcmaire.com,200,False,False,True,"AccueilA proposServicesContactV700
							
						
					
				








Le bateau de vos rêves, fabriqué avec soin !



Dans notre chantier naval de Lège Cap Ferret, nous construisons des bateaux sur m"
482746609,MARINE EVASION 16,3315Z,16710,SAINT-YRIEIX-SUR-CHARENTE,https://www.marinetraffic.com/,403_ANTIBOT,True,False,False,(anti-bot)
525183893,GRAND LARGE SERVICES,3315Z,34280,LA GRANDE-MOTTE,https://www.grandlargeservices.com,200,False,False,True,Grand Large Services | Experts des voiliers Grand Large Yachting | Une Ã©quipe au service de votre projet de grande croisiÃ¨re | En exclusivitÃ© pour les marquesâ¨ du groupe Grand Large Yachting
313781650,SA CHANTIERS AMEL,3315Z,17180,PERIGNY,https://www.amel.fr,200,False,False,True,"Accueil - AMEL | AMEL

	Notre histoire
	Notre savoir-faire
	Nos valeurs &amp; engagements
	Carrières et emploi


NOS VOILIERS

	AMEL 50
	AMEL 60
	L’accompagnement AMEL


ACTUALITÉS

	Agenda
	AMEL Cup
	Newsletter


BOU"
497588079,ESCALE TECHNIQUE,3315Z,17840,LA BREE-LES-BAINS,https://www.escaletechnique.com,200,False,False,True,"Accueil - Escale Technique | ');

		$(et_pb_post_selector).each(function() {
			if ($('.dipi-post-wrap', this).length :not(.entry-featured-image-url)', this).wrapAll('');
			}
		});

		$(et_pb_post_image_selector).each(function()"
837635820,STAR BOATS (SARL STARBOATS),3315Z,17460,RIOUX,https://www.star-boats.fr,503_ANTIBOT,True,False,False,(anti-bot)
448149104,ESPACE NAUTIQUE,3315Z,17190,SAINT-GEORGES-D'OLERON,https://www.espace-nautique.fr,200,False,False,True,"Accueil - Espace Nautique | Espace Nautique | Nous vous proposons la location et la vente de bateaux de plaisance et de moteurs, neufs et d&rsquo;occasion, ainsi que des accessoires d&rsquo;accastillage."
430366450,NAUTIC ELEC - GULF STREAM (NAUTIC ELEC - GULF STREAM),3315Z,17000,LA ROCHELLE,https://www.nautic-elec.fr,200,False,False,False,"Nautic Elec &#8211; Management of your electronics and energy projects on board | WEBSITE UNDER CONSTRUCTION, WE&rsquo;LL BE BACK SOON! | -->
                -->
                -->

                
                                        
                        + 33 5 46 52 23 01
                    
                
            
   "
901219725,ATLANTIC MARINE CONCEPT,3315Z,17110,SAINT-GEORGES-DE-DIDONNE,https://www.concept.fr,403_ANTIBOT,True,False,False,(anti-bot)
902772680,ANTIOCHE MARINE SERVICES (AMS),3315Z,33400,TALENCE,https://www.antiochemarineservices.fr,200,False,False,True,"Réparation de bateaux à La Rochelle – Antioche Marine Services | Votre partenaire en M&eacute;canique Marine | 6 Rue Amp&egrave;re, 17139 Dompierre-sur-Mer, France"
404209744,BLONDEAU MARINE,3315Z,17590,ARS-EN-RE,https://www.blondeau-marine.fr,200,False,False,True,"Blondeau Marine - Ile de Ré - Vente de bateaux neufs et d'occasions, location et entretien | Découvrir&nbsp; | Depuis 1969, Blondeau Marine fournit professionnels et particuliers en bateaux neufs et d'occasions parfaitement adaptés à votre usage."
344455233,NAUTIC 17,3315Z,17480,LE CHATEAU-D'OLERON,https://www.nautic17.fr,200,False,False,True,"Nautic 17 -  Neufs / Occasions / Locations de bateaux au ChÃ¢teau d'OlÃ©ron | NAUTIC 17 - ÃLERON | {content}',k=a.document.createElement(""div""),l=[],m=b.filename||f,n=m.match(/([^\/]+(\?.*)?)$/)[1];k.id=i,k.className=""less-error-message"",h=""""+(b.type||""Syntax"")+""Error: ""+(b.message||""There is an er"
344528484,CHANTIER NAUTIQUE DU VIEUX PORT,3315Z,17000,LA ROCHELLE,https://www.chantiernautiqueduvieuxport.com,200,False,False,True,"Chantier naval à La Rochelle - Chantier Nautique du Vieux Port | Chantier naval à La Rochelle | Facebook
Instagram
LinkedIn
        

Nous recrutons
FR
EN
          











Le Chantier
Notre approche
Nos métiers
Nos refits
Contact
      





















 -->




Chantier naval à La Roch"
398298547,S.Y.S.B.A. SA,3315Z,17180,PERIGNY,https://www.s.y.s.b.a..fr,"ERROR:Failed to parse: 'www.s.y.s.b.a..fr', label empty or too long",False,True,False,
418756136,TECK INOX,3315Z,17000,LA ROCHELLE,https://www.teck-inox.com,200,False,False,True,"Fabrication, réparation et optimisation d&#039;accastillage bateaux de plaisance | Fabrication, réparation et optimisation d&rsquo;accastillage pour bateaux de plaisance | bateau saba 50bateau amel 64img3                    

                                    
            
        
        


Fabrication, réparation et optimisation d&rsquo;accastillage pour bateaux de"
413843319,GRASSI BATEAUX SARL (CAP AU LARGE),3315Z,17000,LA ROCHELLE,https://www.grassibateaux.com,200,False,False,True,"Grassi Bateaux, vente de bateaux neufs et d&#039;occasions - Grassi Bateaux | Jeanneau &amp; Jeanneau Yachts
Lagoon · J Composites
ZODIAC · BOMBARD | Vente de bateaux neufs

	Jeanneau
	Lagoon
	J Composites
	Zodiac
	Bombard


Bateaux d’occasion

	Bateaux d’occasion à l’achat
	Vendre avec Grassi Bateaux


Côté chantier
Côté location

	La location de "
414604405,FREDERIC SIBERT (FREDMASTERSERVICES),3315Z,17100,SAINTES,https://sibert.fr,ERROR:Exceeded 30 redirects.,False,True,False,
414658831,ONE OFF,3315Z,17440,AYTRE,https://www.oneoff.fr,200,False,False,False,"OneOff &bull; Spécialiste De L’externalisation De Votre Logistique E-commerce | Logisticien e-commerce qui accompagne les e-commerçants de A à Z | Une intégration Plug &amp; Play et modulableIntégrez vos canaux de vente, quelle que soit votre solution e-commerce ou la marketplace utilisée+ de 70 marketplaces et Ventes Privées6 CMS e-commerce



"
440608156,PATRICE FAVARD,3315Z,17170,BENON,https://www.favard.fr,403_ANTIBOT,True,False,False,(anti-bot)
440729598,BOBATO,3315Z,17000,LA ROCHELLE,https://www.bobato.fr,200,False,False,True,"BOBATO | chantier nautique | ​ | ');align-items:center;background-color:rgba(var(--bg,var(--color_11,color_11)),var(--alpha-bg,1));border:var(--brw,0) solid var(--wst-base-2-color,rgba(var(--brd,var(--color_15,color_15)),var(--alpha-"
433652633,SAILING ATLANTIC SERVICES,3315Z,85100,LES SABLES-D'OLONNE,https://www.sailing-atlantic.com,200,False,False,True,Sailing Atlantic Services - Préparation et équipement de bateaux | Boat commissioning and equipment  the final step towards your dream...
423864651,MB92 LA CIOTAT,3315Z,13600,LA CIOTAT,https://mb92.com/,200,False,False,True,"Home - MB92 | Built on experience
For over 30 years, we have specialised exclusively in superyacht refits, partnering closely with our clients to deliver successful results and the best possible project experience."
502439425,NAVILUDE (NAVILUDE),3315Z,17440,AYTRE,https://www.navilude.fr,200,False,False,True,"NAVILUDE sp&eacute;caliste du thermobachage, protection pour le transport, emballage - charente maritime (17) | La b&acirc;che &nbsp;est un film  de haute qualit&eacute; avec une fine &eacute;paisseur et une haute r&eacute;sistance.

			NAVILUDE utilise une b&acirc;che enti&egrave;rement recyclable qui prot&egr"
503386286,JBG,3315Z,17220,CLAVETTE,https://www.jbg.fr,200,False,False,True,"JBG Consultants a rejoint le groupe Onepoint - Onepoint | JBG Consultants a rejoint le groupe Onepoint | JBG Consultants, cabinet de conseil spécialiste de la filière alimentaire, a rejoint le groupe Onepoint, architecte des grandes transformations des entreprises et des acteurs publics.

&nbsp;

Cet"
453120420,GOAZEN (GOAZEN),3315Z,17170,LA GREVE-SUR-MIGNON,https://goazen.info/,200,False,False,False,"Goazen! - Agenda Concerts &amp; Soirées Biarritz, Pays Basque, Landes | Tous les concerts   au Pays basque et dans les Landes | Deep house, organic house, tech house, house, edm"
449830546,ALIZES BOAT PEINTURE,3315Z,17000,LA ROCHELLE,https://peinture.com,403_ANTIBOT,True,False,False,(anti-bot)
489639526,JS MARINE,3315Z,17300,ROCHEFORT,https://www.js-marine.com,200,False,False,True,"JS Marine - Vente, location, hivernage et entretien de bateaux à Ajaccio | Chantier naval à Ajaccio | 04 95 21 97 84Louer votre bateauJS MarineChantier naval à AjaccioChantier naval à Ajaccio reconnu des amateurs de navigation, nous proposons diverses solutions pour vous permettre d’acquérir un bateau"
497612903,ESPACE MARINE INDUSTRIE,3315Z,17200,ROYAN,https://worldwide.espacenet.com/,403_ANTIBOT,True,False,False,(anti-bot)
498967215,ATLANTIC REFIT CENTER (ARC),3315Z,17000,LA ROCHELLE,https://www.atlanticrefitcenter.com,200,False,False,True,"Atlantic Refit CenterA great facility on the French Atlantic Coast dedicated to superyacht refit, conversion or repaint. | Our unique facilities and expertise are perfect for works on 25 meters up to 140 meters long superyachts : 2 dry docks (176 and 107 meters long), 250 meters of afloat repair docks, a 250 tons capacity"
525330122,POINT MER 17,3315Z,17420,SAINT-PALAIS-SUR-MER,https://www.17.fr,200,False,False,False,"Actualité récente du 17 | Actualit&eacute; r&eacute;cente du 17 | VideosPhotosAnnoncesNewsAopContact

Actualit&eacute; r&eacute;cente du 17
Vid&eacute;osPhotosAnnoncesNews

	Le site 17.fr est en vente
	


	





	
	Administrations et &eacute;tablissements scolaires "
795318849,NICOLAS CHANTELOUP,3315Z,17000,LA ROCHELLE,https://www.chanteloup.fr,200,False,False,True,"Mairie de Chanteloup | Mairie de Chanteloup | Mairie de Chanteloup | Les cookies assurent le bon fonctionnement de nos services.En utilisant ces derniers, vous acceptez tacitement l'utilisation des cookies. en savoir Plus"
529920217,ESPRIT NAUTIC (ESPRIT NAUTIC),3315Z,17000,LA ROCHELLE,https://www.esprit-nautic.com,200,False,False,False,ESPRIT NAUTIC | Notre site utilise des cookies
798563474,KW BOATFISHING,3315Z,17410,SAINT-MARTIN-DE-RE,https://www.boatfishing.fr,200,False,False,True,"Boat &amp; Fishing - Techniques, Astuces et Conseils | Boat &amp; Fishing | Techniques, Astuces et Conseils"
